tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
717,2019-05-01 00:06:47.3320,2019-05-01 00:18:44.8890,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,312,Allen St & Stanton St,40.722055,-73.989111,32556,Subscriber,1990,1
583,2019-05-01 00:06:54.7470,2019-05-01 00:16:38.5290,257,Lispenard St & Broadway,40.71939226,-74.00247214,223,W 13 St & 7 Ave,40.73781509,-73.99994661,33247,Subscriber,1943,1
422,2019-05-01 00:06:57.7750,2019-05-01 00:14:00.1820,3086,Graham Ave & Conselyea St,40.715143,-73.944507,3095,Graham Ave & Herbert St,40.71929301,-73.94500379,35184,Subscriber,1982,1
664,2019-05-01 00:07:03.0620,2019-05-01 00:18:07.8190,477,W 41 St & 8 Ave,40.75640548,-73.9900262,466,W 25 St & 6 Ave,40.74395411,-73.99144871,31050,Subscriber,1960,1
1241,2019-05-01 00:07:20.7950,2019-05-01 00:28:02.0940,3092,Berry St & N 8 St,40.7190095,-73.95852515,432,E 7 St & Avenue A,40.72621788,-73.98379855,32111,Customer,1986,1
205,2019-05-01 00:07:42.0390,2019-05-01 00:11:07.9210,3159,W 67 St & Broadway,40.77492513,-73.98266566,3360,Amsterdam Ave & W 79 St,40.7829391,-73.9786517,33099,Subscriber,1972,1
93,2019-05-01 00:07:51.3650,2019-05-01 00:09:24.6620,3306,10 St & 7 Ave,40.666207799999995,-73.98199886,3310,14 St & 7 Ave,40.663779,-73.98396846,32029,Subscriber,1981,1
413,2019-05-01 00:07:56.4910,2019-05-01 00:14:49.5150,284,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,494,W 26 St & 8 Ave,40.74734825,-73.99723551,30727,Subscriber,1974,1
198,2019-05-01 00:08:08.8260,2019-05-01 00:11:27.4930,3637,Fulton St & Waverly Ave,40.68323865460341,-73.96599590778352,120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,33402,Subscriber,1984,1
176,2019-05-01 00:08:10.4800,2019-05-01 00:11:06.9280,3745,36 Ave & 31 St,40.75651272984955,-73.92957486212252,3566,Crescent St & 35 Ave,40.7596276,-73.93214549999999,20729,Subscriber,1981,1
537,2019-05-01 00:08:28.0410,2019-05-01 00:17:25.8860,3255,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,448,W 37 St & 10 Ave,40.75660359,-73.9979009,28179,Subscriber,1985,1
1301,2019-05-01 00:08:28.6970,2019-05-01 00:30:10.1350,380,W 4 St & 7 Ave S,40.73401143,-74.00293877,385,E 55 St & 2 Ave,40.75797322,-73.96603308,28520,Subscriber,1991,1
1122,2019-05-01 00:08:33.0230,2019-05-01 00:27:15.2680,310,State St & Smith St,40.68926942,-73.98912867,3322,12 St & 4 Ave,40.668603000000004,-73.99043940000001,17229,Customer,1969,0
143,2019-05-01 00:08:50.9180,2019-05-01 00:11:14.2500,505,6 Ave & W 33 St,40.74901271,-73.98848395,472,E 32 St & Park Ave,40.745712100000006,-73.98194829,16882,Subscriber,1994,2
229,2019-05-01 00:08:50.9230,2019-05-01 00:12:40.1810,526,E 33 St & 5 Ave,40.74765947,-73.98490707,528,2 Ave & E 31 St,40.74290902,-73.97706058,21270,Subscriber,1960,1
1970,2019-05-01 00:09:02.4080,2019-05-01 00:41:53.1710,504,1 Ave & E 16 St,40.73221853,-73.98165557,3499,2 Ave & E 122 St,40.8006721,-73.9349,25777,Subscriber,1997,2
705,2019-05-01 00:09:07.3700,2019-05-01 00:20:52.4230,3746,6 Ave & Broome St,40.72430832160217,-74.00473035871983,301,E 2 St & Avenue B,40.72217444,-73.98368779,28061,Subscriber,1991,1
3581,2019-05-01 00:09:15.0280,2019-05-01 01:08:56.6660,539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,460,S 4 St & Wythe Ave,40.71285887,-73.96590294,24357,Subscriber,1981,1
1024,2019-05-01 00:09:30.3130,2019-05-01 00:26:34.4040,414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,3053,Marcy Ave & Lafayette Ave,40.6900815,-73.94791500000001,18939,Subscriber,1989,2
425,2019-05-01 00:09:33.9110,2019-05-01 00:16:39.7440,325,E 19 St & 3 Ave,40.73624527,-73.98473765,3263,Cooper Square & Astor Pl,40.729514962249496,-73.99075269699097,21113,Subscriber,1992,1
