tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1466,2019-08-01 00:05:52.0210,2019-08-01 00:30:18.2670,327.0,Vesey Pl & River Terrace,40.715337899999994,-74.01658354,515.0,W 43 St & 10 Ave,40.76009437,-73.99461843,14769,Subscriber,1992,1
1427,2019-08-01 00:05:53.0570,2019-08-01 00:29:40.5650,3763.0,Wyckoff Av & Jefferson St,40.707165,-73.923711,399.0,Lafayette Ave & St James Pl,40.68851534,-73.9647628,38966,Customer,1979,1
748,2019-08-01 00:05:57.2640,2019-08-01 00:18:25.6120,346.0,Bank St & Hudson St,40.73652889,-74.00618026,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,31227,Subscriber,1989,1
338,2019-08-01 00:05:57.6580,2019-08-01 00:11:35.6730,3467.0,W Broadway & Spring Street,40.72494672359416,-74.00165855884552,401.0,Allen St & Rivington St,40.72019576,-73.98997825,15436,Subscriber,1983,1
342,2019-08-01 00:05:58.1190,2019-08-01 00:11:40.7980,3427.0,Lafayette St & Jersey St S,40.72430527250332,-73.99600982666016,438.0,St Marks Pl & 1 Ave,40.72779126,-73.98564945,30059,Customer,1988,2
759,2019-08-01 00:06:00.0160,2019-08-01 00:18:39.7710,505.0,6 Ave & W 33 St,40.74901271,-73.98848395,508.0,W 46 St & 11 Ave,40.76341379,-73.99667444,38107,Subscriber,1988,1
923,2019-08-01 00:06:03.3770,2019-08-01 00:21:26.7450,334.0,W 20 St & 7 Ave,40.74238787,-73.99726235,531.0,Forsyth St & Broome St,40.71893904,-73.99266288,39442,Subscriber,1979,1
191,2019-08-01 00:06:04.7220,2019-08-01 00:09:16.2560,3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,33227,Subscriber,1997,1
657,2019-08-01 00:06:06.7760,2019-08-01 00:17:04.3680,297.0,E 15 St & 3 Ave,40.734232,-73.986923,405.0,Washington St & Gansevoort St,40.739323,-74.008119,28055,Subscriber,1999,1
336,2019-08-01 00:06:08.1980,2019-08-01 00:11:44.9370,293.0,Lafayette St & E 8 St,40.73020660529954,-73.99102628231049,151.0,Cleveland Pl & Spring St,40.72210378668603,-73.99724900722505,38119,Subscriber,1989,1
545,2019-08-01 00:06:08.5190,2019-08-01 00:15:13.9440,325.0,E 19 St & 3 Ave,40.73624527,-73.98473765,3255.0,8 Ave & W 31 St,40.7505853470215,-73.9946848154068,29895,Subscriber,1982,1
683,2019-08-01 00:06:11.1850,2019-08-01 00:17:34.5660,469.0,Broadway & W 53 St,40.76344058,-73.98268129,422.0,W 59 St & 10 Ave,40.770513,-73.988038,18360,Subscriber,1988,1
196,2019-08-01 00:06:14.5090,2019-08-01 00:09:31.4510,3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,3161.0,W 76 St & Columbus Ave,40.7801839724239,-73.97728532552719,27363,Customer,1969,0
398,2019-08-01 00:06:21.8060,2019-08-01 00:13:00.3680,3504.0,E 123 St & Lexington Ave,40.802926299999996,-73.9379,3501.0,E 118 St & Madison Ave,40.801486600000004,-73.9442507,26813,Subscriber,1993,1
1149,2019-08-01 00:06:29.0380,2019-08-01 00:25:38.7110,224.0,Spruce St & Nassau St,40.71146364,-74.00552427,392.0,Jay St & Tech Pl,40.695065,-73.987167,34329,Customer,1988,2
635,2019-08-01 00:06:34.6240,2019-08-01 00:17:09.9280,3534.0,Frederick Douglass Blvd & W 117 St,40.805159,-73.95469200000001,3493.0,E 118 St & 3 Ave,40.799139000000004,-73.9389152,32094,Subscriber,1999,1
524,2019-08-01 00:06:40.7530,2019-08-01 00:15:24.8020,128.0,MacDougal St & Prince St,40.72710258,-74.00297088,150.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,28294,Subscriber,1987,1
1202,2019-08-01 00:06:42.4900,2019-08-01 00:26:45.3910,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,480.0,W 53 St & 10 Ave,40.76669671,-73.99061728,34307,Subscriber,1986,1
497,2019-08-01 00:06:45.1120,2019-08-01 00:15:02.1990,3116.0,Huron St & Franklin St,40.732659999999996,-73.95826,2002.0,Wythe Ave & Metropolitan Ave,40.716887,-73.96319799999999,33757,Customer,1991,1
1379,2019-08-01 00:06:56.9150,2019-08-01 00:29:56.8050,3616.0,Steinway St & 28 Ave,40.7656251,-73.9136695,3617.0,28 Ave & 35 St,40.7671,-73.9169858,39391,Customer,1995,1
545,2019-08-01 00:07:02.4550,2019-08-01 00:16:08.3280,3733.0,Avenue C & E 18 St,40.730563000000004,-73.973984,3707.0,Lexington Ave & E 26 St,40.741459000000006,-73.983293,19360,Subscriber,1994,1
1510,2019-08-01 00:07:06.0620,2019-08-01 00:32:16.3640,389.0,Broadway & Berry St,40.71044554,-73.96525063,3749.0,Lexington Ave & E 36 St,40.747573958954796,-73.97880077362059,38138,Subscriber,1992,1
1644,2019-08-01 00:07:11.5800,2019-08-01 00:34:36.4370,3662.0,31 Ave & Steinway St,40.76129389728909,-73.916916847229,3526.0,31 St & 23 Ave,40.7747878,-73.91255509999999,29935,Subscriber,1990,1
362,2019-08-01 00:07:12.1340,2019-08-01 00:13:14.3010,284.0,Greenwich Ave & 8 Ave,40.7390169121,-74.0026376103,496.0,E 16 St & 5 Ave,40.73726186,-73.99238967,16407,Customer,1997,1
950,2019-08-01 00:07:12.4090,2019-08-01 00:23:02.9060,387.0,Centre St & Chambers St,40.71273266,-74.0046073,363.0,West Thames St,40.70834698,-74.01713445,26342,Customer,1989,2
377,2019-08-01 00:07:14.1770,2019-08-01 00:13:31.5120,265.0,Stanton St & Chrystie St,40.72229346,-73.99147535,257.0,Lispenard St & Broadway,40.71939226,-74.00247214,21040,Subscriber,1998,1
355,2019-08-01 00:07:17.0150,2019-08-01 00:13:12.0430,243.0,Fulton St & Rockwell Pl,40.68841,-73.979458,3049.0,Cambridge Pl & Gates Ave,40.68488,-73.96304,17567,Subscriber,1970,1
366,2019-08-01 00:07:30.2070,2019-08-01 00:13:36.5350,3430.0,Richardson St & N Henry St,40.71907891179564,-73.94223690032959,3668.0,Leonard St & Nassau Ave,40.7239567849954,-73.94984364509583,21287,Subscriber,1992,1
412,2019-08-01 00:07:40.0350,2019-08-01 00:14:32.1380,360.0,William St & Pine St,40.70717936,-74.00887308,426.0,West St & Chambers St,40.71754834,-74.01322069,30556,Subscriber,1985,1
2575,2019-08-01 00:07:43.6790,2019-08-01 00:50:38.9370,285.0,Broadway & E 14 St,40.73454567,-73.99074142,3060.0,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,39605,Subscriber,1976,1
142,2019-08-01 00:07:45.2700,2019-08-01 00:10:07.9330,422.0,W 59 St & 10 Ave,40.770513,-73.988038,3356.0,Amsterdam Ave & W 66 St,40.7746671,-73.98470567,30094,Subscriber,1982,1
252,2019-08-01 00:07:51.4570,2019-08-01 00:12:03.5560,439.0,E 4 St & 2 Ave,40.726280700000004,-73.98978041,3656.0,E 2 St & Avenue A,40.72307749068673,-73.98583620786667,39780,Subscriber,1976,1
972,2019-08-01 00:07:52.7140,2019-08-01 00:24:05.0510,3615.0,44 Dr & 21 St,40.748000000000005,-73.94609270000001,3573.0,35 St & 34 Ave,40.7580583,-73.92427509999999,20925,Subscriber,1982,1
700,2019-08-01 00:08:01.2590,2019-08-01 00:19:42.0360,504.0,1 Ave & E 16 St,40.73221853,-73.98165557,307.0,Canal St & Rutgers St,40.71427487,-73.98990025,39361,Subscriber,1992,1
945,2019-08-01 00:08:02.5580,2019-08-01 00:23:48.0910,265.0,Stanton St & Chrystie St,40.72229346,-73.99147535,150.0,E 2 St & Avenue C,40.720873600000004,-73.98085795,28060,Subscriber,1996,1
934,2019-08-01 00:08:03.4410,2019-08-01 00:23:38.2330,389.0,Broadway & Berry St,40.71044554,-73.96525063,3118.0,McGuinness Blvd & Eagle St,40.73555,-73.95284000000001,25087,Customer,1969,0
1058,2019-08-01 00:08:07.0190,2019-08-01 00:25:45.2260,411.0,E 6 St & Avenue D,40.72228087,-73.97668709,312.0,Allen St & Stanton St,40.722055,-73.989111,16747,Subscriber,1947,1
1267,2019-08-01 00:08:10.3350,2019-08-01 00:29:17.6860,3076.0,Scholes St & Manhattan Ave,40.70870368,-73.9448625,3086.0,Graham Ave & Conselyea St,40.715143,-73.944507,30011,Subscriber,1995,0
